V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,Class
314.0,11.0,37.0,2,0,0,2,1,1,185.0,302.0,12,0
272.0,14.0,38.0,2,2,0,2,1,1,205.0,208.0,19,0
252.0,15.0,23.0,2,2,0,1,0,0,212.0,170.0,19,0
244.0,5.0,12.0,2,0,0,2,1,1,13.0,67.0,19,0
316.0,0.0,8.0,2,0,0,1,1,0,20.0,332.0,19,0
258.0,1.0,4.0,2,2,0,2,0,0,46.0,4.0,19,0
92.0,7.0,13.0,2,0,0,0,0,0,339.0,65.0,19,0
354.0,34.0,39.0,2,1,0,2,1,1,262.0,213.0,19,0
192.0,6.0,31.0,2,0,0,1,1,0,47.0,299.0,19,0
128.0,20.0,68.0,2,2,0,1,1,0,369.0,171.0,19,0
248.0,0.0,17.0,2,0,0,2,1,1,25.0,114.0,19,0
243.0,1.0,4.0,2,2,0,2,1,1,3.0,39.0,19,0
256.0,3.0,11.0,2,0,0,1,1,1,4.0,48.0,19,0
255.0,2.0,17.0,2,1,0,2,0,0,71.0,96.0,19,0
315.0,12.0,22.0,2,0,0,1,0,0,178.0,7.0,19,0
252.0,11.0,21.0,2,2,0,2,1,1,214.0,8.0,19,0
186.0,8.0,17.0,2,0,0,1,1,1,51.0,284.0,19,0
347.0,2.0,7.0,2,0,0,2,1,0,96.0,32.0,19,0
115.0,40.0,47.0,2,2,0,2,1,1,302.0,212.0,19,0
269.0,1.0,30.0,2,2,0,2,1,0,77.0,281.0,19,0
286.0,13.0,22.0,2,0,0,2,0,0,100.0,4.0,19,0
233.0,1.0,4.0,2,2,0,0,1,1,71.0,60.0,3,0
344.0,6.0,9.0,2,2,0,2,0,0,63.0,111.0,19,0
234.0,0.0,35.0,2,0,0,2,1,0,98.0,283.0,19,0
438.0,2.0,7.0,2,0,0,2,0,0,104.0,26.0,19,0
104.0,2.0,11.0,2,2,0,1,1,1,355.0,348.0,12,0
301.0,6.0,24.0,2,0,0,2,0,0,132.0,388.0,19,0
168.0,23.0,45.0,2,2,0,2,1,1,310.0,207.0,19,0
168.0,2.0,23.0,2,2,0,2,0,0,402.0,386.0,19,0
93.0,25.0,71.0,2,0,0,1,1,0,388.0,173.0,19,0
80.0,5.0,9.0,2,0,0,2,1,1,402.0,66.0,19,0
256.0,1.0,19.0,2,0,0,2,0,0,1.0,26.0,19,0
293.0,5.0,11.0,2,2,0,0,0,0,15.0,43.0,19,0
267.0,7.0,9.0,2,0,0,2,0,0,74.0,35.0,19,0
258.0,0.0,5.0,2,2,0,2,0,0,161.0,27.0,19,0
213.0,5.0,17.0,2,0,0,2,1,1,20.0,10.0,19,0
88.0,35.0,47.0,2,0,0,2,1,1,379.0,205.0,19,0
234.0,2.0,5.0,2,0,0,2,0,0,7.0,3.0,8,0
101.0,5.0,13.0,2,2,0,0,0,0,329.0,65.0,19,0
101.0,6.0,21.0,2,2,0,0,0,0,357.0,13.0,19,0
192.0,0.0,43.0,2,2,0,1,1,1,70.0,299.0,14,0
83.0,2.0,22.0,2,0,0,2,0,0,382.0,11.0,19,0
76.0,7.0,14.0,2,2,0,1,1,1,347.0,292.0,19,0
293.0,5.0,10.0,2,2,0,2,0,0,15.0,17.0,19,0
355.0,15.0,30.0,2,2,0,2,1,0,283.0,167.0,19,0
229.0,6.0,22.0,2,0,0,0,1,1,229.0,65.0,19,0
293.0,5.0,13.0,2,2,0,0,1,0,170.0,28.0,19,0
101.0,13.0,24.0,2,2,0,1,1,0,351.0,294.0,19,0
252.0,8.0,24.0,2,2,0,1,0,0,214.0,264.0,19,0
265.0,3.0,17.0,2,0,0,2,0,0,15.0,25.0,19,0
295.0,1.0,7.0,2,2,0,2,1,1,221.0,5.0,19,0
302.0,5.0,16.0,2,0,0,2,1,1,87.0,30.0,19,0
293.0,5.0,12.0,2,2,0,2,0,0,171.0,1.0,19,0
94.0,2.0,25.0,2,0,0,2,1,1,388.0,160.0,19,0
376.0,0.0,6.0,0,1,0,0,1,1,42.0,96.0,19,0
84.0,9.0,15.0,2,1,0,2,1,0,338.0,31.0,19,0
99.0,10.0,25.0,2,0,0,2,1,1,380.0,162.0,19,0
232.0,1.0,5.0,2,2,0,2,1,1,311.0,31.0,19,0
249.0,14.0,16.0,2,0,0,1,0,0,94.0,77.0,19,0
76.0,22.0,24.0,2,2,0,2,1,1,390.0,2.0,19,0
272.0,4.0,18.0,2,0,0,1,0,0,15.0,338.0,0,0
215.0,5.0,9.0,2,0,0,1,0,0,62.0,264.0,19,0
378.0,0.0,17.0,0,1,0,1,1,1,2.0,224.0,19,0
91.0,14.0,25.0,2,0,0,2,0,0,352.0,44.0,19,0
274.0,0.0,4.0,2,0,0,0,0,0,40.0,3.0,19,0
163.0,35.0,40.0,2,2,0,2,1,1,186.0,210.0,19,0
160.0,10.0,21.0,2,0,0,2,1,1,109.0,8.0,19,0
129.0,15.0,24.0,2,0,0,0,0,0,325.0,12.0,19,0
194.0,0.0,8.0,2,0,0,2,1,0,121.0,32.0,19,0
275.0,1.0,10.0,2,2,0,0,0,0,291.0,68.0,19,0
264.0,0.0,15.0,2,2,0,0,1,0,2.0,61.0,19,0
230.0,3.0,18.0,2,2,0,2,1,0,1.0,133.0,19,0
892.0,4.0,5.0,0,1,0,2,1,1,1.0,358.0,19,0
257.0,1.0,11.0,2,2,0,2,0,0,1.0,7.0,19,0
398.0,4.0,15.0,2,2,0,0,0,0,188.0,64.0,19,0
220.0,10.0,15.0,2,2,0,2,0,0,81.0,44.0,19,0
267.0,4.0,38.0,2,2,0,2,1,0,185.0,285.0,19,0
280.0,0.0,8.0,2,2,0,1,0,0,58.0,39.0,19,0
90.0,9.0,25.0,2,0,0,2,0,0,184.0,23.0,19,0
311.0,6.0,7.0,2,2,0,2,1,0,110.0,27.0,19,0
232.0,10.0,15.0,2,2,0,2,0,0,153.0,30.0,19,0
122.0,0.0,15.0,2,0,0,1,0,0,366.0,3.0,19,0
89.0,2.0,23.0,2,0,0,1,0,0,358.0,67.0,19,0
160.0,16.0,17.0,2,0,0,0,0,0,107.0,61.0,19,0
239.0,0.0,9.0,2,2,0,1,0,0,19.0,56.0,19,0
224.0,2.0,5.0,2,0,0,2,0,0,1.0,2.0,19,0
91.0,7.0,13.0,2,0,0,2,0,0,347.0,9.0,19,0
237.0,2.0,8.0,2,2,0,2,0,0,203.0,160.0,19,0
101.0,1.0,22.0,2,0,0,2,1,0,380.0,8.0,19,0
261.0,4.0,9.0,2,0,0,2,0,0,57.0,30.0,19,0
277.0,0.0,16.0,2,0,0,2,0,0,68.0,9.0,19,0
78.0,4.0,5.0,2,0,0,2,1,0,389.0,39.0,19,0
259.0,6.0,8.0,2,0,0,1,1,0,42.0,111.0,19,0
90.0,3.0,7.0,2,0,0,2,1,0,190.0,34.0,19,0
288.0,3.0,11.0,2,2,0,2,1,0,9.0,140.0,19,0
212.0,0.0,8.0,2,0,0,2,1,0,124.0,31.0,19,0
358.0,18.0,29.0,2,0,0,2,1,0,138.0,31.0,19,0
103.0,5.0,8.0,2,2,0,0,0,0,335.0,60.0,19,0
239.0,1.0,21.0,2,1,0,2,1,1,1.0,6.0,19,0
383.0,2.0,8.0,2,2,0,0,1,1,178.0,61.0,19,0
249.0,2.0,8.0,2,0,0,2,1,1,101.0,66.0,19,0
173.0,2.0,15.0,2,2,0,2,1,0,98.0,42.0,19,0
189.0,3.0,4.0,2,2,0,0,0,0,105.0,48.0,19,0
257.0,3.0,18.0,2,2,0,1,0,0,18.0,344.0,19,0
89.0,12.0,41.0,2,0,0,2,0,1,351.0,63.0,19,0
214.0,6.0,9.0,2,0,0,1,0,0,63.0,349.0,19,0
248.0,5.0,9.0,2,0,0,2,0,0,26.0,5.0,19,0
104.0,3.0,12.0,2,2,0,2,1,0,333.0,214.0,19,0
282.0,26.0,40.0,2,0,0,2,1,0,191.0,282.0,19,0
242.0,6.0,8.0,2,0,0,1,1,0,65.0,368.0,19,0
286.0,0.0,9.0,2,0,0,0,1,1,69.0,14.0,19,0
263.0,1.0,7.0,2,0,0,2,0,0,89.0,27.0,19,0
192.0,20.0,40.0,2,2,0,2,1,0,308.0,283.0,19,0
293.0,2.0,11.0,2,2,0,2,1,0,177.0,140.0,19,0
239.0,4.0,10.0,2,1,0,1,0,0,5.0,108.0,19,0
273.0,14.0,16.0,2,2,0,2,1,0,92.0,50.0,19,0
363.0,0.0,4.0,0,1,0,1,1,0,2.0,368.0,19,0
114.0,52.0,62.0,2,2,0,1,1,0,368.0,172.0,19,0
238.0,3.0,13.0,2,2,0,2,0,0,290.0,82.0,19,0
229.0,3.0,9.0,2,1,0,2,1,0,70.0,7.0,19,0
78.0,18.0,71.0,2,0,0,1,1,0,391.0,173.0,19,0
233.0,33.0,38.0,2,2,0,2,1,1,91.0,206.0,19,0
92.0,9.0,23.0,2,2,0,2,0,0,348.0,1.0,19,0
256.0,3.0,11.0,2,0,0,2,1,0,1.0,130.0,19,0
293.0,2.0,24.0,2,2,0,2,0,0,172.0,55.0,19,0
241.0,23.0,25.0,2,2,0,2,0,0,302.0,31.0,19,0
229.0,0.0,8.0,2,0,0,0,1,1,16.0,12.0,19,0
225.0,4.0,8.0,2,2,0,2,1,0,66.0,32.0,19,0
241.0,3.0,11.0,2,2,0,1,0,0,1.0,3.0,19,0
251.0,26.0,31.0,2,2,0,2,0,0,73.0,14.0,19,0
208.0,7.0,17.0,2,2,0,2,1,1,74.0,29.0,19,0
188.0,3.0,17.0,2,2,0,1,1,1,34.0,551.0,19,0
246.0,8.0,10.0,2,2,0,0,0,0,6.0,1.0,19,0
280.0,14.0,16.0,2,2,0,0,0,0,9.0,62.0,19,0
83.0,12.0,13.0,2,0,0,1,1,0,375.0,208.0,19,0
225.0,9.0,12.0,2,2,0,1,1,1,7.0,553.0,19,0
199.0,6.0,32.0,2,0,0,2,0,0,3.0,106.0,19,0
340.0,7.0,11.0,2,2,0,1,1,0,202.0,340.0,19,0
90.0,3.0,5.0,2,0,0,2,1,1,186.0,79.0,19,0
90.0,1.0,16.0,2,0,0,2,1,1,190.0,98.0,19,0
428.0,5.0,7.0,2,2,0,0,1,1,176.0,60.0,3,0
98.0,21.0,23.0,2,0,0,1,0,0,397.0,265.0,19,0
250.0,1.0,9.0,2,2,0,2,0,0,1.0,35.0,19,0
241.0,8.0,12.0,2,2,0,2,1,1,245.0,1.0,19,0
221.0,1.0,9.0,2,2,0,2,0,0,53.0,1.0,19,0
93.0,6.0,14.0,2,0,0,2,1,1,401.0,68.0,19,0
293.0,6.0,24.0,2,2,0,2,0,0,177.0,444.0,19,0
80.0,7.0,71.0,2,0,0,1,1,0,395.0,170.0,19,0
101.0,13.0,15.0,2,0,0,1,1,0,372.0,176.0,19,0
89.0,9.0,12.0,2,0,0,2,1,0,357.0,9.0,17,0
78.0,8.0,25.0,2,0,0,2,1,1,331.0,208.0,19,0
260.0,3.0,16.0,2,0,0,2,0,0,26.0,382.0,19,0
98.0,8.0,23.0,2,0,0,2,0,0,392.0,35.0,19,0
269.0,1.0,8.0,2,0,0,2,1,1,56.0,2.0,5,0
248.0,3.0,32.0,2,0,0,2,1,0,27.0,281.0,19,0
260.0,3.0,9.0,2,2,0,2,0,0,138.0,32.0,19,0
236.0,4.0,8.0,2,2,0,2,0,0,71.0,30.0,19,0
273.0,7.0,17.0,2,0,0,2,1,0,169.0,33.0,19,0
134.0,5.0,11.0,2,2,0,2,0,0,314.0,27.0,19,0
217.0,3.0,16.0,2,2,0,2,1,0,100.0,157.0,19,0
74.0,10.0,12.0,2,0,0,1,1,0,333.0,293.0,19,0
95.0,2.0,6.0,2,2,0,2,1,1,402.0,299.0,19,0
98.0,11.0,13.0,2,0,0,1,0,0,393.0,515.0,19,0
192.0,0.0,13.0,2,0,0,1,0,0,214.0,291.0,19,0
237.0,6.0,8.0,2,0,0,2,1,0,19.0,51.0,19,0
211.0,6.0,35.0,2,0,0,0,1,1,17.0,65.0,19,0
246.0,0.0,10.0,2,2,0,2,1,0,1.0,147.0,19,0
285.0,1.0,8.0,2,2,0,2,1,0,59.0,34.0,19,0
94.0,66.0,70.0,2,2,0,1,1,0,386.0,171.0,19,0
176.0,1.0,9.0,2,0,0,2,0,0,37.0,8.0,19,0
199.0,3.0,9.0,2,0,0,0,0,0,63.0,83.0,19,0
185.0,7.0,8.0,2,2,0,2,1,0,59.0,107.0,19,0
268.0,2.0,9.0,2,2,0,2,1,0,82.0,34.0,19,0
292.0,1.0,8.0,2,2,0,2,1,1,119.0,30.0,19,0
622.0,0.0,7.0,0,1,0,0,1,1,1.0,19.0,19,0
322.0,6.0,8.0,2,0,0,1,1,0,79.0,280.0,19,0
153.0,3.0,5.0,2,0,0,2,0,0,46.0,23.0,19,0
57.0,5.0,17.0,2,0,0,2,1,1,402.0,114.0,19,0
92.0,9.0,24.0,2,2,0,2,1,1,348.0,35.0,19,0
426.0,2.0,7.0,2,0,0,2,1,0,208.0,46.0,19,0
110.0,8.0,11.0,2,2,0,1,0,0,377.0,222.0,19,0
257.0,4.0,11.0,2,2,0,0,0,0,3.0,73.0,19,0
94.0,22.0,40.0,2,0,0,2,1,1,386.0,210.0,19,0
224.0,8.0,12.0,2,0,0,0,1,1,1.0,6.0,19,0
89.0,28.0,46.0,2,2,0,2,1,1,344.0,205.0,19,0
84.0,10.0,12.0,2,1,0,0,1,1,339.0,6.0,19,0
95.0,1.0,24.0,2,2,0,2,1,1,402.0,36.0,19,0
298.0,4.0,38.0,2,2,0,2,1,1,177.0,207.0,19,0
331.0,10.0,14.0,2,0,0,2,0,0,251.0,29.0,1,0
183.0,0.0,9.0,2,0,0,2,0,0,73.0,25.0,19,0
237.0,0.0,9.0,2,0,0,2,0,0,121.0,26.0,19,0
87.0,6.0,39.0,2,1,0,2,1,1,331.0,205.0,19,0
256.0,1.0,8.0,2,2,0,1,1,0,6.0,31.0,19,0
152.0,6.0,13.0,2,2,0,2,0,0,303.0,3.0,19,0
293.0,3.0,7.0,2,2,0,0,1,1,172.0,13.0,9,0
211.0,5.0,39.0,2,2,0,2,1,0,281.0,284.0,19,0
206.0,2.0,4.0,2,2,0,2,1,0,35.0,33.0,19,0
293.0,4.0,14.0,2,2,0,1,0,0,170.0,2.0,19,0
242.0,19.0,41.0,2,2,0,1,0,0,7.0,19.0,19,0
191.0,2.0,6.0,2,2,0,1,0,0,15.0,168.0,19,0
260.0,2.0,36.0,2,0,0,2,1,1,1.0,304.0,19,0
355.0,1.0,22.0,2,2,0,2,1,1,282.0,28.0,19,0
217.0,11.0,25.0,2,2,0,0,0,0,38.0,11.0,19,0
91.0,13.0,21.0,2,2,0,0,0,0,334.0,13.0,19,0
104.0,18.0,21.0,2,2,0,2,1,1,333.0,68.0,19,0
199.0,6.0,9.0,2,2,0,1,1,0,19.0,181.0,19,0
248.0,8.0,17.0,2,0,0,2,0,0,27.0,247.0,19,0
321.0,6.0,10.0,2,0,0,1,1,0,271.0,514.0,19,0
75.0,6.0,13.0,2,0,0,2,0,0,361.0,210.0,19,0
309.0,3.0,10.0,2,1,0,0,1,0,164.0,73.0,19,0
89.0,1.0,15.0,2,0,0,1,0,0,353.0,332.0,10,0
76.0,5.0,11.0,2,2,0,1,1,1,352.0,185.0,19,0
293.0,6.0,11.0,2,2,0,1,0,0,177.0,3.0,19,0
226.0,7.0,31.0,2,0,0,1,0,0,72.0,13.0,19,0
220.0,13.0,17.0,2,2,0,2,1,0,56.0,173.0,19,0
277.0,6.0,28.0,2,0,0,2,1,0,19.0,369.0,19,0
239.0,2.0,11.0,2,1,0,2,1,1,2.0,24.0,19,0
207.0,1.0,11.0,2,2,0,1,1,1,1.0,554.0,19,0
202.0,4.0,38.0,2,2,0,2,1,1,1.0,307.0,19,0
290.0,13.0,15.0,2,0,0,1,0,0,34.0,316.0,19,0
88.0,12.0,13.0,2,2,0,2,1,1,352.0,29.0,19,0
219.0,6.0,9.0,2,0,0,2,1,1,82.0,22.0,19,0
76.0,9.0,10.0,2,2,0,1,1,0,352.0,246.0,19,0
253.0,0.0,9.0,2,0,0,0,0,0,3.0,8.0,19,0
197.0,5.0,18.0,2,0,0,1,1,1,57.0,2.0,19,0
101.0,8.0,44.0,2,2,0,1,1,1,350.0,298.0,19,0
256.0,1.0,4.0,2,0,0,2,1,1,37.0,19.0,19,0
103.0,60.0,71.0,2,0,0,1,1,0,388.0,170.0,19,0
240.0,1.0,9.0,2,0,0,1,1,0,47.0,333.0,19,0
74.0,14.0,25.0,2,0,0,0,0,0,325.0,6.0,19,0
91.0,6.0,14.0,2,2,0,0,1,1,334.0,38.0,19,0
253.0,0.0,12.0,2,0,0,2,1,1,3.0,28.0,19,0
225.0,0.0,20.0,2,2,0,0,1,0,9.0,4.0,19,0
101.0,4.0,13.0,2,2,0,1,0,0,353.0,220.0,19,0
253.0,0.0,6.0,2,0,0,2,0,0,3.0,156.0,19,0
212.0,2.0,4.0,2,2,0,1,1,0,10.0,372.0,19,0
252.0,1.0,10.0,2,2,0,2,0,0,216.0,96.0,19,0
224.0,12.0,18.0,2,2,0,2,0,0,40.0,135.0,19,0
95.0,1.0,24.0,2,2,0,1,0,0,402.0,46.0,19,0
99.0,13.0,68.0,2,2,0,1,1,0,398.0,173.0,19,0
242.0,7.0,13.0,2,2,0,1,1,1,16.0,487.0,19,0
126.0,11.0,15.0,2,2,0,1,0,0,365.0,46.0,19,0
296.0,7.0,15.0,2,0,0,2,1,0,161.0,54.0,19,0
91.0,15.0,20.0,2,0,0,1,0,0,352.0,5.0,19,0
93.0,40.0,70.0,2,0,0,1,1,0,387.0,176.0,19,0
217.0,2.0,9.0,2,0,0,2,1,0,86.0,131.0,19,0
104.0,51.0,62.0,2,2,0,1,1,0,374.0,172.0,19,0
291.0,9.0,46.0,2,2,0,2,1,1,171.0,205.0,19,0
82.0,11.0,41.0,2,0,0,2,0,1,357.0,63.0,19,0
220.0,14.0,23.0,2,2,0,2,0,0,78.0,6.0,19,0
261.0,6.0,9.0,2,2,0,0,1,1,7.0,50.0,19,0
103.0,8.0,10.0,2,2,0,2,1,0,335.0,5.0,19,0
276.0,0.0,21.0,2,0,0,0,1,1,1.0,64.0,19,0
261.0,4.0,7.0,2,2,0,2,1,1,3.0,91.0,19,0
258.0,5.0,8.0,2,2,0,2,1,0,122.0,53.0,19,0
81.0,29.0,60.0,2,2,0,1,1,0,373.0,175.0,19,0
214.0,1.0,4.0,2,2,0,2,0,0,9.0,1.0,19,0
398.0,7.0,12.0,2,2,0,2,0,0,195.0,94.0,19,0
269.0,8.0,9.0,2,2,0,1,0,0,235.0,10.0,19,0
261.0,1.0,26.0,2,2,0,2,1,1,1.0,162.0,19,0
204.0,4.0,9.0,2,2,0,2,0,0,2.0,39.0,19,0
355.0,22.0,41.0,2,2,0,2,0,1,276.0,63.0,19,0
255.0,1.0,15.0,2,2,0,0,1,1,7.0,61.0,19,0
246.0,2.0,7.0,2,2,0,1,1,1,8.0,309.0,19,0
246.0,2.0,41.0,2,2,0,2,1,0,7.0,51.0,19,0
298.0,1.0,4.0,2,2,0,1,0,0,57.0,19.0,19,0
95.0,16.0,37.0,2,0,0,2,1,0,346.0,284.0,19,0
126.0,16.0,47.0,2,2,0,2,1,1,358.0,205.0,19,0
254.0,11.0,17.0,2,0,0,2,0,0,65.0,31.0,19,0
252.0,6.0,11.0,2,2,0,1,1,0,216.0,340.0,19,0
398.0,7.0,24.0,2,2,0,1,1,1,196.0,194.0,19,0
80.0,0.0,5.0,2,0,0,1,1,1,402.0,346.0,19,0
351.0,7.0,12.0,2,0,0,1,1,0,221.0,293.0,19,0
168.0,2.0,12.0,2,2,0,1,1,0,402.0,169.0,19,0
246.0,0.0,9.0,2,2,0,2,1,0,22.0,5.0,19,0
76.0,61.0,62.0,2,2,0,1,1,0,399.0,176.0,19,0
267.0,9.0,15.0,2,2,0,1,0,0,99.0,556.0,19,0
315.0,7.0,25.0,2,0,0,1,0,0,177.0,307.0,19,0
90.0,7.0,24.0,2,0,0,1,0,0,183.0,19.0,19,0
90.0,31.0,70.0,2,2,0,1,1,0,378.0,171.0,19,0
203.0,11.0,32.0,2,2,0,2,1,0,99.0,281.0,19,0
268.0,0.0,8.0,2,2,0,0,1,1,143.0,56.0,19,0
82.0,28.0,39.0,2,2,0,2,1,1,393.0,213.0,19,0
76.0,1.0,23.0,2,2,0,2,1,0,402.0,33.0,19,0
257.0,0.0,8.0,2,2,0,0,0,0,2.0,60.0,19,0
192.0,11.0,15.0,2,0,0,2,0,0,37.0,44.0,19,0
242.0,19.0,25.0,2,2,0,1,1,0,14.0,338.0,19,0
243.0,0.0,24.0,2,2,0,2,0,0,5.0,55.0,19,0
301.0,18.0,32.0,2,2,0,1,1,1,95.0,332.0,19,0
293.0,4.0,38.0,2,2,0,2,1,0,179.0,43.0,19,0
238.0,6.0,12.0,2,2,0,2,1,0,297.0,2.0,19,0
317.0,6.0,18.0,2,0,0,2,0,0,47.0,1.0,19,0
292.0,2.0,12.0,2,2,0,2,0,0,180.0,22.0,19,0
74.0,2.0,13.0,2,0,0,2,0,0,325.0,2.0,19,0
82.0,10.0,13.0,2,0,0,1,1,1,357.0,173.0,19,0
255.0,15.0,37.0,2,0,0,2,1,0,180.0,284.0,19,0
783.0,14.0,23.0,0,1,0,2,1,1,54.0,164.0,19,0
239.0,5.0,22.0,2,1,0,2,1,1,4.0,124.0,19,0
77.0,12.0,14.0,2,2,0,1,0,0,361.0,32.0,19,0
76.0,4.0,11.0,2,2,0,2,0,0,402.0,7.0,19,0
98.0,5.0,11.0,2,0,0,0,0,0,396.0,7.0,19,0
260.0,11.0,23.0,2,0,0,1,0,0,1.0,265.0,19,0
366.0,2.0,9.0,2,0,0,0,1,1,104.0,99.0,19,0
256.0,5.0,9.0,2,2,0,2,0,0,9.0,48.0,19,0
235.0,3.0,5.0,2,2,0,2,1,1,43.0,28.0,19,0
101.0,20.0,21.0,2,2,0,2,1,1,337.0,68.0,19,0
76.0,3.0,11.0,2,2,0,2,1,0,402.0,165.0,19,0
253.0,0.0,6.0,2,0,0,0,0,0,3.0,24.0,19,0
227.0,3.0,12.0,2,2,0,2,0,0,143.0,36.0,19,0
120.0,23.0,25.0,2,0,0,2,1,1,392.0,160.0,19,0
150.0,6.0,11.0,2,0,0,1,1,0,312.0,518.0,19,0
322.0,11.0,45.0,2,0,0,2,1,1,126.0,207.0,19,0
351.0,8.0,22.0,2,0,0,1,0,0,218.0,175.0,19,0
243.0,3.0,8.0,2,2,0,0,0,0,5.0,26.0,19,0
98.0,9.0,26.0,2,0,0,2,0,0,393.0,151.0,19,0
406.0,0.0,9.0,0,1,0,1,1,1,2.0,78.0,19,0
254.0,32.0,35.0,2,0,0,2,1,1,210.0,211.0,19,0
874.0,0.0,2.0,0,1,0,1,1,1,27.0,173.0,19,0
288.0,0.0,8.0,2,2,0,2,1,1,8.0,8.0,19,0
199.0,4.0,18.0,2,0,0,2,0,0,6.0,380.0,19,0
289.0,4.0,16.0,2,2,0,2,0,0,142.0,31.0,19,0
101.0,10.0,26.0,2,2,0,2,0,0,352.0,151.0,19,0
250.0,14.0,30.0,2,2,0,2,1,0,1.0,8.0,7,0
237.0,20.0,32.0,2,0,0,2,1,0,14.0,8.0,7,0
168.0,2.0,15.0,2,2,0,0,1,1,402.0,38.0,19,0
275.0,7.0,8.0,2,0,0,2,0,0,111.0,301.0,19,0
91.0,0.0,41.0,2,0,0,1,0,0,346.0,300.0,19,0
224.0,2.0,5.0,2,0,0,1,1,1,1.0,347.0,19,0
304.0,5.0,9.0,2,0,0,2,0,0,49.0,9.0,19,0
91.0,0.0,14.0,2,0,0,2,0,0,346.0,15.0,19,0
226.0,3.0,17.0,2,0,0,2,1,0,104.0,9.0,17,0
90.0,10.0,13.0,2,0,0,1,0,0,183.0,183.0,19,0
95.0,14.0,70.0,2,0,0,1,1,0,386.0,176.0,19,0
246.0,8.0,20.0,2,2,0,2,0,0,6.0,45.0,19,0
238.0,4.0,21.0,2,2,0,2,1,1,294.0,75.0,19,0
273.0,10.0,15.0,2,0,0,2,1,1,1.0,64.0,19,0
106.0,20.0,23.0,2,0,0,2,1,1,391.0,163.0,19,0
319.0,13.0,20.0,2,2,0,1,0,0,139.0,306.0,19,0
210.0,9.0,17.0,2,0,0,1,0,0,111.0,556.0,19,0
103.0,8.0,13.0,2,2,0,2,0,0,329.0,131.0,19,0
250.0,1.0,4.0,2,2,0,2,1,0,19.0,151.0,19,0
101.0,8.0,15.0,2,2,0,1,0,0,330.0,332.0,10,0
243.0,1.0,8.0,2,2,0,2,1,1,3.0,162.0,19,0
117.0,4.0,40.0,2,2,0,2,1,1,347.0,212.0,19,0
76.0,7.0,14.0,2,2,0,2,0,0,346.0,20.0,19,0
258.0,0.0,8.0,2,0,0,2,1,0,211.0,34.0,15,0
101.0,12.0,13.0,2,2,0,2,0,0,352.0,131.0,19,0
95.0,2.0,8.0,2,2,0,2,1,1,402.0,359.0,19,0
244.0,0.0,4.0,2,0,0,2,1,0,11.0,40.0,19,0
339.0,0.0,4.0,2,2,0,2,1,0,109.0,31.0,19,0
92.0,9.0,19.0,2,0,0,1,1,0,346.0,521.0,19,0
235.0,1.0,9.0,2,2,0,2,1,0,48.0,381.0,19,0
194.0,3.0,16.0,2,2,0,2,1,0,31.0,7.0,19,0
84.0,19.0,25.0,2,1,0,2,1,1,338.0,121.0,5,0
192.0,6.0,9.0,2,0,0,2,1,1,31.0,19.0,19,0
215.0,1.0,17.0,2,2,0,2,1,1,42.0,11.0,19,0
98.0,8.0,10.0,2,2,0,2,1,0,371.0,211.0,19,0
84.0,24.0,61.0,2,2,0,1,1,0,370.0,174.0,19,0
257.0,1.0,10.0,2,2,0,0,1,1,1.0,117.0,19,0
94.0,6.0,7.0,2,2,0,0,1,1,332.0,48.0,19,0
227.0,9.0,16.0,2,2,0,1,1,0,57.0,333.0,19,0
256.0,2.0,7.0,2,0,0,0,1,1,1.0,364.0,19,0
257.0,11.0,16.0,2,0,0,2,1,1,88.0,28.0,19,0
243.0,2.0,5.0,2,2,0,1,1,1,10.0,175.0,19,0
90.0,6.0,25.0,2,2,0,2,1,1,377.0,160.0,19,0
265.0,6.0,15.0,2,2,0,2,1,1,112.0,26.0,19,0
106.0,17.0,18.0,2,0,0,1,1,0,390.0,516.0,19,0
398.0,1.0,7.0,2,2,0,2,0,0,196.0,16.0,19,0
90.0,38.0,62.0,2,0,0,1,1,0,367.0,172.0,19,0
192.0,3.0,5.0,2,0,0,1,1,1,59.0,176.0,19,0
109.0,13.0,21.0,2,2,0,2,1,1,362.0,112.0,19,0
315.0,2.0,4.0,2,2,0,2,1,1,157.0,27.0,19,0
295.0,9.0,15.0,2,2,0,2,1,0,225.0,14.0,19,0
82.0,7.0,8.0,2,0,0,2,1,0,357.0,146.0,19,0
252.0,1.0,9.0,2,0,0,0,1,1,23.0,53.0,19,0
211.0,2.0,19.0,2,0,0,2,1,1,1.0,166.0,19,0
239.0,1.0,6.0,2,1,0,1,1,1,6.0,413.0,19,0
86.0,14.0,25.0,2,0,0,2,1,1,395.0,160.0,19,0
257.0,1.0,6.0,2,2,0,2,1,0,2.0,70.0,19,0
213.0,7.0,9.0,2,0,0,0,1,1,20.0,13.0,19,0
212.0,7.0,9.0,2,2,0,2,1,1,91.0,29.0,19,0
263.0,3.0,11.0,2,2,0,2,1,1,222.0,7.0,19,0
101.0,4.0,7.0,2,0,0,0,0,0,387.0,12.0,19,0
212.0,1.0,7.0,2,2,0,1,1,1,54.0,73.0,19,0
197.0,7.0,22.0,2,0,0,2,0,0,128.0,4.0,19,0
295.0,27.0,41.0,2,0,0,1,0,0,4.0,300.0,19,0
280.0,7.0,16.0,2,2,0,2,0,0,6.0,382.0,19,0
